2023-05-15 13:27:06.139700,200,0,
2023-05-15 13:27:06.379120,200,0,
2023-05-15 13:27:06.489573,200,0,
2023-05-15 13:27:06.595525,200,0,
2023-05-15 13:27:06.716065,200,0,
2023-05-15 13:27:06.835023,200,0,
2023-05-15 13:27:06.963460,200,0,
2023-05-15 13:27:07.100815,200,0,
2023-05-15 13:27:07.236991,200,152,
2023-05-15 13:27:07.386002,200,152,
2023-05-15 13:27:07.543960,200,152,
2023-05-15 13:27:07.708364,200,152,
2023-05-15 13:27:07.872404,200,152,
2023-05-15 13:27:08.038067,200,152,
2023-05-15 13:27:08.211479,200,152,
2023-05-15 13:27:08.395006,200,200,
2023-05-15 13:27:08.583772,200,200,
2023-05-15 13:27:08.778612,200,200,
2023-05-15 13:27:08.977659,200,200,
2023-05-15 13:27:09.187001,200,200,
2023-05-15 13:27:09.397740,200,195,
2023-05-15 13:27:09.615754,200,195,
2023-05-15 13:27:09.843772,200,195,
2023-05-15 13:27:10.075337,200,195,
2023-05-15 13:27:10.316958,200,195,
2023-05-15 13:27:10.557059,200,199,
2023-05-15 13:27:10.806341,200,199,
2023-05-15 13:27:11.057379,200,199,
2023-05-15 13:27:11.311440,200,199,
2023-05-15 13:27:11.577112,200,195,
2023-05-15 13:27:11.841840,200,195,
2023-05-15 13:27:12.115672,200,195,
2023-05-15 13:27:12.393577,200,195,
2023-05-15 13:27:12.682385,200,197,
2023-05-15 13:27:12.972194,200,197,
2023-05-15 13:27:13.276930,200,197,
2023-05-15 13:27:13.579001,200,198,
2023-05-15 13:27:13.889920,200,198,
2023-05-15 13:27:14.220027,200,198,
2023-05-15 13:27:14.542113,200,193,
2023-05-15 13:27:14.881139,200,193,
2023-05-15 13:27:15.222385,200,193,
2023-05-15 13:27:15.560354,200,195,
2023-05-15 13:27:15.902380,200,195,
2023-05-15 13:27:16.258406,200,195,
2023-05-15 13:27:16.618446,200,199,
2023-05-15 13:27:16.982815,200,199,
2023-05-15 13:27:17.353209,200,199,
2023-05-15 13:27:17.726940,200,196,
2023-05-15 13:27:18.113969,200,196,
2023-05-15 13:27:18.581003,200,198,
2023-05-15 13:27:18.981033,200,198,
2023-05-15 13:27:19.408065,200,200,
2023-05-15 13:27:19.835096,200,200,
2023-05-15 13:27:20.265128,200,197,
2023-05-15 13:27:20.697160,200,197,
2023-05-15 13:27:21.190197,200,198,
2023-05-15 13:27:21.641183,200,198,
2023-05-15 13:27:22.078913,200,200,
2023-05-15 13:27:22.522964,200,200,
2023-05-15 13:27:22.968802,200,200,
2023-05-15 13:27:23.428625,200,196,
2023-05-15 13:27:23.876365,200,196,
2023-05-15 13:27:24.334067,200,196,
2023-05-15 13:27:24.799376,200,196,
2023-05-15 13:27:25.283300,200,199,
2023-05-15 13:27:25.803143,200,199,
2023-05-15 13:27:26.305288,200,198,
2023-05-15 13:27:26.783361,200,198,
2023-05-15 13:27:27.279303,200,199,
2023-05-15 13:27:28.499889,200,64,
2023-05-15 13:27:29.003860,200,64,
2023-05-15 13:27:29.516990,200,64,
2023-05-15 13:27:30.028866,200,199,
2023-05-15 13:27:30.561806,200,199,
2023-05-15 13:27:31.102199,200,202,
2023-05-15 13:27:31.665564,200,202,
2023-05-15 13:27:32.231987,200,204,
2023-05-15 13:27:32.789916,200,202,
2023-05-15 13:27:33.353249,200,202,
2023-05-15 13:27:33.986682,200,202,
2023-05-15 13:27:34.560724,200,206,
2023-05-15 13:27:35.161659,200,203,
2023-05-15 13:27:35.787558,200,203,
2023-05-15 13:27:36.408640,200,202,
2023-05-15 13:27:37.005597,200,202,
2023-05-15 13:27:37.612583,200,205,
2023-05-15 13:27:38.211257,200,201,
2023-05-15 13:27:38.819641,200,201,
2023-05-15 13:27:39.449457,200,200,
2023-05-15 13:27:40.083160,200,200,
2023-05-15 13:27:40.726954,200,202,
2023-05-15 13:27:41.357283,200,201,
2023-05-15 13:27:42.180563,200,201,
2023-05-15 13:27:42.870552,200,200,
2023-05-15 13:27:43.525455,200,205,
2023-05-15 13:27:44.250950,200,201,
