2023-05-15 13:17:49.208716,200,0,
2023-05-15 13:17:49.475631,200,0,
2023-05-15 13:17:49.589637,200,0,
2023-05-15 13:17:49.711647,200,0,
2023-05-15 13:17:49.829654,200,0,
2023-05-15 13:17:49.956664,200,0,
2023-05-15 13:17:50.092675,200,0,
2023-05-15 13:17:50.235684,200,0,
2023-05-15 13:17:50.384698,200,54,
2023-05-15 13:17:50.583710,200,54,
2023-05-15 13:17:50.746723,200,54,
2023-05-15 13:17:50.921736,200,54,
2023-05-15 13:17:51.095750,200,54,
2023-05-15 13:17:51.274913,200,54,
2023-05-15 13:17:51.455114,200,54,
2023-05-15 13:17:51.641759,200,197,
2023-05-15 13:17:51.829017,200,197,
2023-05-15 13:17:52.024781,200,197,
2023-05-15 13:17:52.224837,200,197,
2023-05-15 13:17:52.429771,200,197,
2023-05-15 13:17:52.656797,200,238,
2023-05-15 13:17:52.877500,200,238,
2023-05-15 13:17:53.107133,200,238,
2023-05-15 13:17:53.340060,200,238,
2023-05-15 13:17:53.575694,200,222,
2023-05-15 13:17:53.821807,200,222,
2023-05-15 13:17:54.077827,200,222,
2023-05-15 13:17:54.336627,200,222,
2023-05-15 13:17:54.596840,200,196,
2023-05-15 13:17:54.863204,200,196,
2023-05-15 13:17:55.136045,200,196,
2023-05-15 13:17:55.422683,200,196,
2023-05-15 13:17:55.710766,200,190,
2023-05-15 13:17:56.007942,200,190,
2023-05-15 13:17:56.317244,200,190,
2023-05-15 13:17:56.631563,200,199,
2023-05-15 13:17:56.938428,200,199,
2023-05-15 13:17:57.254660,200,199,
2023-05-15 13:17:57.569937,200,203,
2023-05-15 13:17:57.896902,200,203,
2023-05-15 13:17:58.226834,200,203,
2023-05-15 13:17:58.569700,200,200,
2023-05-15 13:17:58.936732,200,200,
2023-05-15 13:17:59.338761,200,200,
2023-05-15 13:17:59.719791,200,202,
2023-05-15 13:18:00.128822,200,202,
2023-05-15 13:18:00.572854,200,200,
2023-05-15 13:18:01.012139,200,200,
2023-05-15 13:18:01.443173,200,200,
2023-05-15 13:18:01.859882,200,199,
2023-05-15 13:18:02.287915,200,200,
2023-05-15 13:18:02.733597,200,200,
2023-05-15 13:18:03.206620,200,199,
2023-05-15 13:18:03.660899,200,199,
2023-05-15 13:18:04.078720,200,197,
2023-05-15 13:18:04.522388,200,197,
2023-05-15 13:18:04.957948,200,197,
2023-05-15 13:18:05.394004,200,202,
2023-05-15 13:18:05.840243,200,202,
2023-05-15 13:18:06.297950,200,201,
2023-05-15 13:18:06.748095,200,201,
2023-05-15 13:18:07.219329,200,200,
2023-05-15 13:18:07.687689,200,200,
2023-05-15 13:18:08.167441,200,200,
2023-05-15 13:18:08.642473,200,202,
2023-05-15 13:18:09.127793,200,202,
2023-05-15 13:18:09.657093,200,200,
2023-05-15 13:18:10.217140,200,199,
2023-05-15 13:18:10.751608,200,199,
2023-05-15 13:18:11.269075,200,201,
2023-05-15 13:18:11.784883,200,201,
2023-05-15 13:18:12.315960,200,198,
2023-05-15 13:18:12.896217,200,198,
2023-05-15 13:18:13.434821,200,198,
2023-05-15 13:18:13.970893,200,197,
2023-05-15 13:18:14.543946,200,197,
